,age,race,earnwke,employed,unemployed,married,union,ne_states,so_states,ce_states,we_states,government,private,self,educ_lths,educ_hs,educ_somecol,educ_aa,educ_bac,educ_adv,female
2694,53,1,"1346,15",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2695,38,1,2403,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2696,50,1,"1230,76",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2697,63,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2698,46,1,950,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2699,45,1,883,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2700,45,1,520,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2701,42,1,600,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2702,53,1,673,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2703,42,1,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2704,50,1,"1057,69",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
2705,20,1,280,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2706,24,1,300,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2707,22,1,300,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2708,31,1,"576,92",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2709,45,1,850,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2710,29,1,"961,53",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2711,33,1,"2884,61",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2712,62,1,200,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2713,49,1,760,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
2714,55,1,2275,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
2715,58,1,1038,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2716,56,1,712,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2717,54,1,"945,72",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2718,59,1,"401,6",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2719,50,1,"817,3",1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2720,40,1,"967,5",1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2721,41,1,740,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2722,42,1,"479,6",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2723,41,1,1750,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2724,40,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2725,60,1,"576,92",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
2726,20,1,187,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2727,40,2,"576,92",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2728,43,2,"1442,3",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
2729,26,1,"961,53",0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2730,23,1,"2884,61",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2731,52,1,2240,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2732,50,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2733,38,1,"519,23",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2734,45,3,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2735,59,1,494,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
2736,33,1,500,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2737,53,2,360,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2738,26,1,"369,23",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2739,32,1,646,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2740,45,1,360,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
2741,55,2,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2742,24,3,1250,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2743,38,1,"1096,15",1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2744,38,1,750,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2745,41,3,,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2746,41,1,480,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2747,40,3,"230,76",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2748,36,1,200,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2749,56,1,"589,5",1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
2750,54,1,1400,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2751,51,1,"545,6",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2752,37,1,576,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2753,47,1,514,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2754,37,1,"1061,53",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2755,32,1,500,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2756,36,2,600,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2757,58,1,1523,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2758,43,1,895,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2759,59,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2760,49,1,900,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2761,41,1,270,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2762,49,1,400,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2763,28,1,"969,23",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2764,29,1,"923,07",1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
2765,18,1,92,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2766,54,1,500,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2767,60,1,480,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2768,28,2,"846,15",0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2769,52,1,808,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2770,50,1,"408,1",1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
2771,25,1,961,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2772,40,1,"1923,07",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2773,39,1,"480,76",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2774,49,1,826,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2775,44,1,440,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2776,29,1,"903,6",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2777,49,1,"557,69",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2779,32,1,961,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2780,33,1,"615,38",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2781,48,1,2884,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
2782,47,1,"1140,05",1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2783,44,1,"506,8",1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2784,57,1,"1055,2",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2785,57,1,1098,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2786,29,1,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2787,60,1,"388,5",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
2788,62,1,1250,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2789,39,1,144,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2790,43,2,,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2791,41,1,1600,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2792,33,1,630,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2793,28,1,"692,3",1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
2794,60,1,"386,75",1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2795,21,1,400,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2796,37,1,876,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2797,33,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2798,37,1,914,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2799,32,1,"416,25",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2800,37,1,,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
2801,33,1,250,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
2802,54,3,1550,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2803,51,3,500,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2804,31,1,"535,6",1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2805,58,3,"653,84",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2806,52,1,1730,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2807,19,1,800,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2808,56,1,1200,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2809,26,3,"576,92",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2810,24,2,"288,46",0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2811,54,1,945,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2812,53,1,"734,5",1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2813,18,1,140,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2814,55,1,1527,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2815,53,1,"846,8",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2816,49,1,320,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2817,57,1,"581,75",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2818,39,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2819,40,1,425,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2820,22,1,440,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2821,22,1,480,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2822,61,1,1076,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2823,33,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2824,35,1,"1538,46",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
2825,36,1,"1461,53",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2826,57,1,786,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2827,60,1,"972,5",1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2828,35,2,865,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2829,30,2,366,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2830,51,1,1140,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2831,45,3,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2832,49,1,"1292,3",1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
2833,52,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2834,48,1,400,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2835,45,1,"49,21",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2836,49,3,"2307,69",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2837,41,1,,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2838,46,1,750,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2839,45,1,800,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2840,62,1,"576,92",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2841,44,2,1040,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2842,46,1,"792,18",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2843,56,1,480,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2844,53,1,1200,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2845,50,2,266,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
2846,21,3,168,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2847,23,1,480,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2848,23,1,"460,4",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2849,33,1,1538,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2850,37,1,780,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
2851,27,3,"1076,8",1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2852,33,1,315,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2853,37,1,750,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2854,32,1,"1096,15",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
2855,44,1,"1057,69",1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2856,38,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2857,50,2,"1346,15",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2858,52,2,"1865,38",0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2859,59,1,"673,07",1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2860,51,3,"1634,61",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2861,40,3,"2211,53",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
2862,51,2,"439,43",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2863,56,2,"415,38",1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2864,53,1,942,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2865,54,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
2866,19,1,60,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2867,42,1,"759,61",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2868,49,1,"2423,07",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2869,50,1,"707,2",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2870,49,1,140,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2871,42,1,"506,25",1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2872,41,1,630,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2873,44,1,384,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2874,28,3,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2875,26,3,"865,38",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
2876,59,1,"297,5",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2877,25,1,"92,3",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2878,23,1,"357,2",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2879,47,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2880,46,3,"1615,38",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2881,46,3,"865,38",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
2882,51,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2883,50,1,,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2884,62,1,"865,38",1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
2885,44,1,"2403,84",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
2886,41,1,306,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2887,39,1,490,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2888,29,1,"804,75",1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2891,56,1,"1527,77",1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
2892,50,1,"2884,61",1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2893,20,1,138,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2894,21,1,96,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2895,45,1,"1038,46",1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2896,18,1,200,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2898,30,1,"769,23",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
2900,31,1,"1730,76",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2901,29,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
2902,59,3,150,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2903,60,3,,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2904,55,1,1250,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2905,29,2,250,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2906,50,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2907,19,1,150,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2908,48,1,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2909,24,1,"607,5",1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2910,20,2,"384,8",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2911,20,2,"400,9",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2912,43,2,610,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2913,51,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2914,44,1,1346,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2915,37,1,412,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2916,26,1,500,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2917,25,1,400,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2918,58,1,"1846,15",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2919,52,1,456,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2920,21,1,"202,5",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2921,49,1,"757,89",0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2922,61,3,961,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2923,51,1,541,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2924,47,1,"436,4",1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
2925,34,1,"461,53",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2926,53,1,320,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2927,63,1,800,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2928,60,1,"448,5",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2929,40,1,,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
2930,36,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
2931,47,1,"980,76",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2932,42,1,"692,3",1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
2933,47,1,400,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2934,48,1,1100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2935,52,1,"673,07",1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2936,26,1,"769,23",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
2937,43,1,,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2938,35,1,"1615,38",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2939,33,1,310,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2940,52,1,1200,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2941,52,3,500,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2942,55,1,"1076,92",1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2943,51,1,"1153,84",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2944,57,1,"384,61",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2945,63,1,"577,1",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2946,52,1,600,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2947,40,1,651,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2948,37,1,"461,53",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2949,47,1,650,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2950,50,1,340,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2951,43,1,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2952,28,1,"769,23",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2953,49,3,800,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
2954,25,1,"415,38",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2955,37,1,"725,09",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2956,31,1,480,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2957,25,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2958,36,1,"576,92",0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2959,45,1,"923,07",1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2960,51,1,1200,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2961,59,1,1040,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2962,59,1,1920,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2963,34,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2964,34,1,"807,69",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2966,61,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2968,33,1,550,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
2969,21,1,"247,75",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2970,45,1,1000,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2971,43,1,525,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2972,47,2,330,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2973,36,1,1668,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2974,29,1,520,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2975,45,1,"527,52",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
2976,47,1,"576,92",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2978,26,1,"262,5",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2979,26,1,640,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2980,56,1,652,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2981,33,3,,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2982,54,1,2080,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2983,44,1,"579,6",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2984,29,1,623,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2985,50,1,615,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2986,43,1,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2987,37,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2988,36,1,635,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
2989,22,1,330,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2990,57,1,610,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2991,37,1,1500,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2992,31,1,"480,76",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2993,30,1,"480,76",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2994,52,1,"1209,6",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2995,30,1,500,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2996,30,1,600,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
2997,54,1,1153,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2998,46,2,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2999,55,1,"769,23",1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3000,52,1,"1269,23",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
3001,37,2,540,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
